?class	?label	?definition
<http://purl.obolibrary.org/obo/ENVO_01001316>	"estuarine open water upper water column"	"A layer of estuarine water which extends from the surface of the water column to the pycnocline or mid-depth and from a fiat boundary where the estuary bed below the water column reaches a depth of 4 meters until the end of the estuary most distal from the coast."
<http://purl.obolibrary.org/obo/ENVO_01001325>	"estuarine tidal riverine coastal lower water column"	"A layer of fresh estuarine water which extends from an estuarine pycnocline or mid-depth to the estuarine bed and from the land-water interface to a fiat boundary where the estuary bed below the water column reaches a depth of 4 meters."
<http://purl.obolibrary.org/obo/ENVO_01001324>	"estuarine tidal riverine coastal pycnocline"	"An estuarine coastal pycnocline which is composed primarily of fresh tidal water."
<http://purl.obolibrary.org/obo/ENVO_01001317>	"estuarine tidal riverine coastal surface layer"	"A layer of fresh estuarine water which extends a few centimeters from the surface of the water column towards the estuary bed and from the land-water interface to a fiat boundary where the estuary bed below the water column reaches a depth of 4 meters."
<http://purl.obolibrary.org/obo/ENVO_01001318>	"estuarine tidal riverine coastal upper water column"	"A layer of fresh estuarine water which extends from the surface of the water column to the pycnocline or mid-depth and from the land-water interface to a fiat boundary where the estuary bed below the water column reaches a depth of 4 meters."
<http://purl.obolibrary.org/obo/ENVO_01001329>	"estuarine tidal riverine open water lower water column"	"A layer of fresh estuarine water which extends from an estuarine pycnocline or mid-depth to the estuary bed and from a fiat boundary where the estuary bed below the water column reaches a depth of 4 meters to end of the estuary most distal from the coast."
<http://purl.obolibrary.org/obo/ENVO_01001328>	"estuarine tidal riverine open water pycnocline"	"An estuarine open water pycnocline which is composed primarily of fresh tidal water."
<http://purl.obolibrary.org/obo/ENVO_01001326>	"estuarine tidal riverine open water surface layer"	"A layer of fresh, tidal estuarine water which extends a few centimeters from the surface of the water column towards the estuary bed and from a fiat boundary where the estuary bed below the water column reaches a depth of 4 meters until the end of the estuary most distal from the coast."
<http://purl.obolibrary.org/obo/ENVO_01001327>	"estuarine tidal riverine open water upper water column"	"A layer of fresh, tidal estuarine water which extends from the surface of the water column to the pycnocline or mid-depth and from a fiat boundary where the estuary bed below the water column reaches a depth of 4 meters until the end of the estuary most distal from the coast."
<http://purl.obolibrary.org/obo/ENVO_01000301>	"estuarine water"	"Brackish water which is part of an estuary."
<http://purl.obolibrary.org/obo/ENVO_00000045>	"estuary"	"A semi-enclosed coastal body of water with one or more rivers or streams flowing into it, and with a free connection to the open sea."
<http://purl.obolibrary.org/obo/ENVO_00003086>	"ethanol enriched soil"	"A portion of ethanol enriched soil is a portion of soil with elevated levels of ethanol."
<http://purl.obolibrary.org/obo/ENVO_01000988>	"ethnic food shop"	"A food shop in which the food products on offer are restricted to those produced in a region and cultural setting other than that of the shop's locality."
<http://purl.obolibrary.org/obo/ENVO_00005787>	"eucalyptus forest soil"	"Soil which is part of a forest whose communites of arborescent plants are dominated the genus Eucalyptus."
<http://purl.obolibrary.org/obo/ENVO_01000548>	"eutrophic lake"	"A lake which has nutrient-rich water."
<http://purl.obolibrary.org/obo/ENVO_03600037>	"eutrophic pond"	"A pond which has nutrient-rich water."
<http://purl.obolibrary.org/obo/ENVO_01000824>	"exorheic lake"	"A lake from which water constantly flows out of under almost all climatic circumstances, maintaining low concentrations of dissolved solid relative to endorheic lakes."
<http://purl.obolibrary.org/obo/ENVO_03600038>	"experimental forest ecosystem"	"A forest ecosystem which is designated for research."
<http://purl.obolibrary.org/obo/ENVO_01000469>	"exterior wall"	"An exterior wall is a building wall which separates the interior of a building from the buildings surrounding environment."
<http://purl.obolibrary.org/obo/ENVO_03501288>	"facility"	"A human construction specially designed for a specific purpose."
<http://purl.obolibrary.org/obo/ENVO_01000536>	"factory"	"A factory (previously manufactory) or manufacturing plant is an industrial site, usually consisting of buildings and machinery, or more commonly a complex having several buildings, where workers manufacture goods or operate machines processing one product into another."
<http://purl.obolibrary.org/obo/ENVO_01000985>	"fairground"	"A part of an ecosystem which has been allocated to host a gathering of people for multiple entertainment or commercial activities."
<http://purl.obolibrary.org/obo/ENVO_03501186>	"family practice clinic"	"A medical clinic which is used to provide family medicine services."
