class,alternative_term,comment,definition,editor_note,has_broad_synonym,has_exact_synonym,has_narrow_synonym,has_related_synonym,hasSynonym,in_subset,label,superclasses
ENVO_01000442,,,"Dacite is an igneous, volcanic rock. It has an aphanitic to porphyritic texture and is intermediate in composition between andesite and rhyolite.  Dacite consists mostly of plagioclase feldspar with biotite, hornblende, and pyroxene (augite and/or enstatite). It has quartz as rounded, corroded phenocrysts, or as an element of the ground-mass. The plagioclase ranges from oligoclase to andesine and labradorite. Sanidine occurs, although in small proportions, in some dacites, and when abundant gives rise to rocks that form transitions to the rhyolites.",,,,,,,,dacite,ENVO_00002013
ENVO_01000274,,,"Slate is a metamorphic rock which is fine-grained, foliated, homogeneous, Slates are derived from clastic sedimentary rocks.",,,,,,,,slate,ENVO_00002017
ENVO_02000098,,,,,,,,,,,platinum ore,ENVO_02000094
ENVO_02000097,,,,,,,,,,,gold ore,ENVO_02000094
ENVO_02000096,,,,,,,,,,,iron ore,ENVO_02000094
ENVO_02000095,,The primary uranium ore mineral is uraninite,Ore which contains uranium.,,,,,,,,uranium ore,ENVO_02000094
ENVO_02000111,,,,,,,,,,,copper ore,ENVO_02000094
ENVO_01000681,,,A mineral material composed primarily of sodium chloride.,"This class is for material primarily composed of sodium chloride. For other pure chemical salts, consider a CHEBI class. Request new ENVO terms for environmental samples of other chemical salts.",salt,,,,,envoPolar,sodium chloride salt,ENVO_01000508
ENVO_01001288,,,Dust which is primarily composed of kaolinite particles.,,,kaolinite dust,,,,,kaolin dust,ENVO_02000100
ENVO_02000102,,,,,,,,,,,fibrous glass dust,ENVO_02000101
ENVO_02000106,,Dust which is derived from asbestos,,,,,,,,,asbestos dust,ENVO_02000101
ENVO_02000107,,,Dust that comes from grain and all the other substances associated with its cultivation & harvesting.,,,,,,,,grain dust,ENVO_02000109
ENVO_02000108,,,,,,,,,,,cotton dust,ENVO_02000109
ENVO_00002136,,,,,,,,,,,arsenate treated wood,ENVO_00002135
ENVO_01001186,,,"Volcanic ash which has increased levels of molecules or ions capable of donating a hydron (proton or hydrogen ion) to other chemical entities, or, alternatively, capable of forming covalent bonds with other chemicals via the acceptance of an electron pair, resulting in a bulk pH measurement of less than 7.",,,,,,,,acidic volcanic ash,ENVO_01000701
ENVO_02000128,,,"A very fine, powdery material composed mostly of silica made from the burning of finely ground coal in a boiler.",,,,,,,,fly ash,ENVO_02000127
ENVO_02000129,,,"a coarse, angular ash particle that is too large to be carried up into the smoke stacks so it forms in the bottom of the coal furnace.",,,,,,,,bottom ash,ENVO_02000127
ENVO_02000130,,,molten bottom ash from slag tap and cyclone type furnaces that turns into pellets that have a smooth glassy appearance after it is cooled with water.,,,,,,,,boiler slag,ENVO_02000127
ENVO_02000131,,,a material leftover from the process of reducing sulfur dioxide emissions from a coal-fired boiler that can be a wet sludge consisting of calcium sulfite or calcium sulfate or a dry powered material that is a mixture of sulfites and sulfates.,,,,,,,,flue gas desulfurization material,ENVO_02000127
ENVO_01000415,,,A portion of fine respirable suspended particulate matter is a form of particulate matter composed primarily of solid particles each with a diameter of 2.5 micrometers or less.,,,PM2.5,,,,,fine respirable suspended particulate matter,ENVO_01000405
ENVO_01000482,,This type of glass constitutes 90% of manufactured glass.,"Soda-lime glass is a silica-based glass which is composed of approximately 75% silicon dioxide, with sodium oxide and calcium oxide consituting most of its remaining composition.",,glass,soda-lime-silica glass,,,,,soda-lime glass,ENVO_01000481
ENVO_01000485,,"This is ""pure"" silica glass. As an ENVO:""environmental material"" this class assumes that there remains some possibility that 'contaminants' being present.",Quartz glass is a glass which is composed of silica in amorphous (non-crystalline) form.,,,fused quartz,,,,,quartz glass,ENVO_01000481
ENVO_01000485,,"This is ""pure"" silica glass. As an ENVO:""environmental material"" this class assumes that there remains some possibility that 'contaminants' being present.",Quartz glass is a glass which is composed of silica in amorphous (non-crystalline) form.,,,fused silica,,,,,quartz glass,ENVO_01000481
ENVO_03520007,,,A water ice crystal which is constituted by water molecules aligned in a hexagonal array.,,snowflake,,,,,,snow crystal,ENVO_01000846
ENVO_01001883,,,A water ice crystal which is a part of a deposit of hoarfrost and which only grows by desublimation.,,white frost crystal,hoar frost crystal,,,,,hoar crystal,ENVO_01000846
ENVO_01000851,,,"A clathrate material in which a large amount of methane is trapped within a crystal structure of water, forming a solid similar to ice.",,,fire ice,,,,envoPolar,methane clathrate,ENVO_01000850
ENVO_01000851,,,"A clathrate material in which a large amount of methane is trapped within a crystal structure of water, forming a solid similar to ice.",,,gas hydrate,,,,envoPolar,methane clathrate,ENVO_01000850
ENVO_01000851,,,"A clathrate material in which a large amount of methane is trapped within a crystal structure of water, forming a solid similar to ice.",,,hydromethane,,,,envoPolar,methane clathrate,ENVO_01000850
ENVO_01000851,,,"A clathrate material in which a large amount of methane is trapped within a crystal structure of water, forming a solid similar to ice.",,,methane hydrate,,,,envoPolar,methane clathrate,ENVO_01000850
ENVO_01000851,,,"A clathrate material in which a large amount of methane is trapped within a crystal structure of water, forming a solid similar to ice.",,,methane ice,,,,envoPolar,methane clathrate,ENVO_01000850
ENVO_01000851,,,"A clathrate material in which a large amount of methane is trapped within a crystal structure of water, forming a solid similar to ice.",,,natural gas hydrate,,,,envoPolar,methane clathrate,ENVO_01000850
ENVO_01001236,,,Planktonic kerogen which has high concentrations of sulfur compounds.,,,,,,,,sulfrous kerogen,ENVO_01001235
ENVO_01001846,,"Depth hoar is associated with very fast crystal growth under large temperature gradients. Sometimes a layer of depth hoar forms just above, and may assist in identifying the summer surface. The low density and low strength of depth hoar can make it difficult to retrieve unbroken core sections during coring, and can complicate estimates of accumulation by microwave remote sensing. Layers of depth hoar also increase the likelihood of avalanching. This is one way in which firn formation may begin. Depth hoar is similar in physical origin to crevasse hoar.","Hoar which is usually cup-shaped and facetted and which forms within dry, low-density snow beneath the snow surface.",,,,,,,,depth hoar,ENVO_01001845
ENVO_01001847,,,,,,,,,,,hoarfrost,ENVO_01001845
ENVO_01001849,,,,,,,,,,,glaze,ENVO_01001845
ENVO_01001882,,"When buried by snowfall, surface hoar may be considered depth hoar. The crystals formed by surface hoar are usually leaf-, fern- or plate-shaped and facetted. Two types of surface hoar are the fernlike ice crystals deposited directly on a snow surface and the hoarfrost that has grown primarily in two dimensions, as on a window or other smooth surface.","Hoar which a) forms on surfaces, b) occurs when the temperature of the surface is colder than the air above and colder than the frost point of that air.",,,,,,,,surface hoar,ENVO_01001845
ENVO_03605001,,,Periphyton colonizing rock substrata,,,,,,,,epilithon,ENVO_03605000
ENVO_03605002,,,Periphyton colonizing silt substrata,,,,,,,,epipelon,ENVO_03605000
ENVO_03605003,,,Periphyton colonizing surface of aquatic plants,,,,,,,,epiphyton,ENVO_03605000
ENVO_03605004,,,Periphyton colonizing sand substrata,,,,,,,,epipsammon,ENVO_03605000
ENVO_03605005,,,Periphyton colonizing woody substrata,,,,,,,,epixylon,ENVO_03605000
ENVO_01001393,,Mussel gill tissue material which is part of a member of the genus Bathymodiolus.,,,,,,,,,Bathymodiolus gill tissue material,ENVO_01001392
ENVO_00002207,,,,,self-heating coal mine waste,,,,,,self-heating coal mine waste material,ENVO_00002206
ENVO_00002276,,,,"This will become a defined class, with subclasses added through inference based on material having a 'waste role' and being associated with animal metabolism.",animal waste,,,,,,animal waste material,ENVO_00002873
ENVO_00002148,,,,,,,,,,,coarse beach sand,ENVO_00002138
ENVO_00002147,,,Coal mine lake sediment is lake sediment which covers the bottom of a coal mine lake.,,,,,,,,coal mine lake sediment,ENVO_00000546
ENVO_00002209,,,Saline lake sediment is sediment which covers the bottom of a saline lake.,,,,,soda lake sediment,,,saline lake sediment,ENVO_00000546
ENVO_00002134,,,,,,,,,,,anaerobic stream sediment,"ENVO_00002045, ENVO_00002127"
ENVO_01000135,,,Sediment hosting and characterised by active nitrate reducing microbial communities.,,,,,,,envoPolar,nitrate-reducing sediment,ENVO_00002045
ENVO_01000151,,,Sediment hosting and characterised by active manganese reducing microbial communities.,,,,,,,envoPolar,manganese-reducing sediment,ENVO_00002045
ENVO_01000152,,,Sediment hosting and characterised by active iron reducing microbial communities.,,,,,,,envoPolar,iron-reducing sediment,ENVO_00002045
ENVO_01000153,,,Sediment hosting and characterised by active sulphate reducing microbial communities.,,,,,,,envoPolar,sulphate-reducing sediment,ENVO_00002045
ENVO_01000154,,,Sediment hosting and characterised by active carbon dioxide reducing microbial communities.,,,,,,,envoPolar,carbon dioxide-reducing sediment,ENVO_00002045
ENVO_00002113,,,"Sediment that accumulates in the flat or very gently sloping areas of the deep ocean basin floor. The three main types of deep marine sediment, also known as pelagic sediment, are siliceous oozes, calcareous oozes, and red clays.",,,deep marine sediments,,pelagic sediment {alternative name},,envoPolar,deep marine sediment,ENVO_03000033
ENVO_03000034,,,"Marine sediment soured from either terrestrial systems, marine organisms, seawater and or cosmogeneous sources, which is transported through the marine water column, and accumulates within shallow regions of the oceanic basin close to continents, such as the continental shelf, or continental slope.","In this definition we refer to sedimentation processes that occured above the shelf, however this should be relaxed to include the continental shelf and slope.",,shallow marine sediments,,neritic marine sediment,,envoPolar,shallow marine sediment,ENVO_03000033
ENVO_03000034,,,"Marine sediment soured from either terrestrial systems, marine organisms, seawater and or cosmogeneous sources, which is transported through the marine water column, and accumulates within shallow regions of the oceanic basin close to continents, such as the continental shelf, or continental slope.",output of sedimentation process which occured in neritic zone biome,,shallow marine sediments,,neritic marine sediment,,envoPolar,shallow marine sediment,ENVO_03000033
ENVO_00002202,,,Chemically-enriched sediment which has increased levels of organic compounds.,,,,,,,,organically enriched sediment,ENVO_00002114
ENVO_00002154,,,,,,,,,,,radioactive sediment,ENVO_00002114
ENVO_00002203,,,Chemically-enriched sediment which has increased levels of inorganic compounds.,,,,,,,,inorganically enriched sediment,ENVO_00002114
ENVO_03600001,,,Sediment which contains some chemical contaminant.,"See https://github.com/EnvironmentOntology/envo/issues/1102 for a possible design pattern.

Uses undesirability standard, compared to polluted river's ecological impact standard. What is the relation to ENVO:00002114 'chemically enriched sediment'? Does 'element' in the definition refer to something found in the periosic table (like selenium) or the member of some set, aka an entity?",,,,,,,chemically contaminated sediment,ENVO_00002114
ENVO_02000044,,,"Siliceous ooze is a marine sediment composed of the debris of plankton with silica shells, such as diatoms and radiolaria. This ooze is limited to areas with high biological productivity, such as the polar oceans, and upwelling zones near the equator. The least common type of sediment, it covers only 15% of the ocean floor. It accumulates at a slower rate than calcareous ooze: 0.2-1 cm / 1000 yr.",,,,,,,envoPolar,siliceous ooze,ENVO_01000082
ENVO_02000045,,,"Red clay, also known as pelagic clay, accumulates in the deepest and most remote areas of the ocean. Containing less than 30% biogenic material, its composition is a varied mix of very fine quartz and clay minerals, authigenic deposits precipitated directly from seawater, and micrometeorites. Though called ""red"" because it sometimes takes the color of oxidized iron minerals, it is usually brownish in color. Its ultimate origin is uncertain, but red clay seems to be mostly derived from distant rivers, and windblown dust. Covering 38% of the ocean floor, it accumulates more slowly than any other sediment type, at only 0.1-0.5 cm / 1000 yr.",,,,,,,,red clay,ENVO_01000082
ENVO_02000046,,,"Calcareous ooze is a marine sediment composed primarily of the shells--also known as tests--of foraminifera, coccolithophores, and pteropods. This is the most common pelagic sediment by area, covering 48% of the world ocean's floor. This type of ooze is limited to depths above the Carbonate Compensation Depth at time of burial. It accumulates more rapidly than any other pelagic sediment type, with a rate that varies from 0.3 - 5 cm / 1000 yr.",,,,,,,,calcareous ooze,ENVO_01000082
ENVO_01000112,,,"Polymetallic nodules, also called manganese nodules, are rock concretions on the sea bottom formed of concentric layers of iron and manganese hydroxides around a core. Nodules vary in size from tiny particles visible only under a microscope to large pellets more than 20 centimetres (8 in) across. However, most nodules are between 5 and 10 cm in diameter.",,,manganese nodule,,,,,polymetallic nodule,ENVO_01000110
ENVO_03501252,,,Poultry manure made of chicken feces.,,,,,,,,chicken manure,ENVO_01001117
ENVO_01000460,,This class refers to naturally-occuring asphalt or bitumen.,"Asphalt also known as bitumen is a sticky, black, and highly viscous liquid or semi-solid form of petroleum.",,,asphaltum,,pitch,,,asphalt,ENVO_00002984
ENVO_01000460,,This class refers to naturally-occuring asphalt or bitumen.,"Asphalt also known as bitumen is a sticky, black, and highly viscous liquid or semi-solid form of petroleum.",,,asphaltum,,tar,,,asphalt,ENVO_00002984
ENVO_01000460,,This class refers to naturally-occuring asphalt or bitumen.,"Asphalt also known as bitumen is a sticky, black, and highly viscous liquid or semi-solid form of petroleum.",,,bitumen,,pitch,,,asphalt,ENVO_00002984
ENVO_01000460,,This class refers to naturally-occuring asphalt or bitumen.,"Asphalt also known as bitumen is a sticky, black, and highly viscous liquid or semi-solid form of petroleum.",,,bitumen,,tar,,,asphalt,ENVO_00002984
ENVO_01000460,,This class refers to naturally-occuring asphalt or bitumen.,"Asphalt also known as bitumen is a sticky, black, and highly viscous liquid or semi-solid form of petroleum.",,,crude bitumen,,pitch,,,asphalt,ENVO_00002984
ENVO_01000460,,This class refers to naturally-occuring asphalt or bitumen.,"Asphalt also known as bitumen is a sticky, black, and highly viscous liquid or semi-solid form of petroleum.",,,crude bitumen,,tar,,,asphalt,ENVO_00002984
ENVO_03510006,,,"A liquid fuel used in diesel engines, whose fuel ignition takes place, without any spark, as a result of compression of the inlet air mixture and then injection of fuel.",,petroleum distillate fuel oil,,,,,,diesel fuel,ENVO_00002984
ENVO_03510007,,"Gasoline consists mostly of organic compounds obtained by the fractional distillation of petroleum, enhanced with a variety of additives.",A clear petroleum-derived flammable liquid which is used as fuel in most spark-ignited internal combustion engines.,,,gas,,,,,gasoline,ENVO_00002984
ENVO_03510007,,"Gasoline consists mostly of organic compounds obtained by the fractional distillation of petroleum, enhanced with a variety of additives.",A clear petroleum-derived flammable liquid which is used as fuel in most spark-ignited internal combustion engines.,,,petrol,,,,,gasoline,ENVO_00002984
ENVO_01000551,,,"A fuel oil which is 1) composed primarily of alkanes having between 5-15 carbon atoms with the general formula CnH2n+2, 2) is generally odorless or has only a slight odor, 3) produces only small amounts of soot relative to other fuel oils, 4) is highly refined.",,paraffin,liquid paraffin,,,,,paraffin oil,ENVO_00002983
ENVO_01001608,,"For speakers of British English, kerosene is often referred to as paraffin.","A fuel oil which 1) is derived from petroleum oil, 2) has a strong odor, 3) produces large quantities of soot relative to other fuel oils, 4) is less refined than fuel oils such as paraffin.",,kerosene,kerosine oil,,,,,kerosene oil,ENVO_00002983
ENVO_01001608,,"For speakers of British English, kerosene is often referred to as paraffin.","A fuel oil which 1) is derived from petroleum oil, 2) has a strong odor, 3) produces large quantities of soot relative to other fuel oils, 4) is less refined than fuel oils such as paraffin.",,kerosine,kerosine oil,,,,,kerosene oil,ENVO_00002983
ENVO_01001608,,"For speakers of British English, kerosene is often referred to as paraffin.","A fuel oil which 1) is derived from petroleum oil, 2) has a strong odor, 3) produces large quantities of soot relative to other fuel oils, 4) is less refined than fuel oils such as paraffin.",,kerosene,liquid kerosene,,,,,kerosene oil,ENVO_00002983
ENVO_01001608,,"For speakers of British English, kerosene is often referred to as paraffin.","A fuel oil which 1) is derived from petroleum oil, 2) has a strong odor, 3) produces large quantities of soot relative to other fuel oils, 4) is less refined than fuel oils such as paraffin.",,kerosine,liquid kerosene,,,,,kerosene oil,ENVO_00002983
ENVO_01000555,,,"Compressed natural gas is a natural gas stored at high pressures, typically 20–25 Megapascals.",,,,,,,,compressed natural gas,ENVO_01000552
ENVO_01000559,,"This is distinct from compressed natural gas, which refers to the compressed form of a fossil fuel.",Compressed biogas is biogas stored at increased pressures.,,,,,,,,compressed biogas,ENVO_01000556
ENVO_01000842,,,A fog which is intermixed with smoke or other combustion products and their derivatives.,,,,,,,,smog,ENVO_01000844
ENVO_01001258,,"""Vog and smog are different. Vog is formed when sulfur oxides emitted by a volcano react with moisture to form an aerosol. The aerosol scatters light, thus making the vog visible. Smog is formed largely from the incomplete combustion of fuel, reacting with nitrogen oxides and ozone produced from carbon monoxide by reactions with sunlight. The result is also a visible aerosol.""","A fog which is composed of liquid aerosols and gases derived from volcanic gas emissions (primarily sulfur oxides), formed when sulfur-bearing gases react with sunlight, oxygen, and moisture in an atmosphere.",,,,,,,,vog,ENVO_01000844
ENVO_03000137,,Freezing fog forms when the air temperature is below freezing and the water droplets in the fog become supercooled.,"A fog the droplets of which freeze upon contact with exposed objects, forming a coating of rime or glaze.",,,,,,,envoPolar,freezing fog,ENVO_01000844
ENVO_03000137,,Freezing fog forms when the air temperature is below freezing and the water droplets in the fog become supercooled.,"A fog the droplets of which freeze upon contact with exposed objects, forming a coating of rime or glaze.",,,,,,,envoCryo,freezing fog,ENVO_01000844
ENVO_01000676,,,Contaminated air is air which has sufficient concentrations of environmental pollutants such that it may adversely affect a given ecosystem.,,,,,,,,contaminated air,ENVO_00002005
ENVO_01000828,,,Air which has increased levels of water vapour.,,,,,,,,humid air,ENVO_00002005
ENVO_01000268,,,Atmospheric water vapour is water vapour that is part of an atmosphere.,,,atmospheric water vapor,,,,envoPolar,atmospheric water vapour,ENVO_01000266
ENVO_01000770,,This is a working definition for #280. Which processes will ultimately be included in the axioms is still open.,A volume of carbon dioxide gas emitted by a carbon dioxide emission process.,,,,,,,,carbon dioxide emission,ENVO_01000451
ENVO_01000790,,,A flame which is produced by the combustion of hydrocarbon fuel.,,,,,,,,hydrocarbon flame,ENVO_01000789
ENVO_02000113,,,,,,,,,,,welding fume,ENVO_02000112
ENVO_02000114,,,,,,,,,,,paraffin wax fume,ENVO_02000112
ENVO_02000115,,,Respirable vapor of vanadium.,,,,,,,,vanadium fume,ENVO_02000112
ENVO_02000120,,,,,,,,,,,zinc chloride fume,ENVO_02000112
ENVO_00002010,,"The threshold salt concentration for classifying water as saline varies, but typically begins at about 1,000 to 3,000 parts salt per million parts water or 0.1–0.3% salt by weight.",Water which contains a significant concentration of dissolved salts.,,,salt water,,,,,saline water,ENVO_00002006
ENVO_00002011,,"The lower bound of solute concentration required for water to be considered freshwater is variable, but is always less than that of seawater, and often cited as less than 1 gram of solutes per 1 litre of water.","Water which has a low concentration of dissolved solutes, particularly that of sodium chloride.",,,freshwater,,sweet water,,envoEmpo,fresh water,ENVO_00002006
ENVO_00002011,,"The lower bound of solute concentration required for water to be considered freshwater is variable, but is always less than that of seawater, and often cited as less than 1 gram of solutes per 1 litre of water.","Water which has a low concentration of dissolved solutes, particularly that of sodium chloride.",,,freshwater,,sweet water,,envoPolar,fresh water,ENVO_00002006
ENVO_01000722,,,"Meltwater is the water released by the melting of snow or ice, including glacial ice, tabular icebergs and ice shelves over oceans.",,,,,,,,meltwater,ENVO_00002006
ENVO_00002186,,,,,,polluted water,,,,,contaminated water,ENVO_00002006
ENVO_00002042,,,Water that is found on the surface of an astronomical object.,,,,,,,,surface water,ENVO_00002006
ENVO_01000357,,"Here, we commit to a threshold of pH as this is almost universally accepted.",A portion of alkaline water is a portion of water with a pH greater than 7.,,,,,,,,alkaline water,ENVO_00002006
ENVO_01000358,,,A portion of acidic water is a portion of water with a pH less than 7.,,,,,,,,acidic water,ENVO_00002006
ENVO_00002141,,,"The liquid produced when water percolates through any permeable material. It can contain either dissolved or suspended material, or usually both.",,,,,,,,leachate,ENVO_00002006
ENVO_00002159,,,,,,,,,,,drilling bore water,ENVO_00002006
ENVO_00002194,,,,,,,,,,,oil field production water,ENVO_00002006
ENVO_00002223,,,Water which has very low concentrations of nutrients.,,,,,,,,oligotrophic water,ENVO_00002006
ENVO_00002224,,,Water with a high nutrient level.,,,,,,,,eutrophic water,ENVO_00002006
ENVO_00002225,,,Water with a nutrient level intermediate between eutrophic and oligotrophic.,,,,,,,,mesotrophic water,ENVO_00002006
ENVO_00003065,,,,,,,,,,,distilled water,ENVO_00002006
ENVO_00003097,,,,,,,,,,,bore hole water,ENVO_00002006
ENVO_00005791,,,Sterile water is water which does not contain lliving organisms.,,,,,,,,sterile water,ENVO_00002006
ENVO_00005792,,"This class references any water that's under a planetary surface. For water that is in an aquifer, see ""groundwater"" (ENVO:01001004). Previously, this class included both.",Water which has physicochemical properties determined by processes which occur beneath the planetary crust.,,,,,subterranean water,,envoPolar,underground water,ENVO_00002006
ENVO_00005793,,,,,,,,,,,muddy water,ENVO_00002006
ENVO_01000173,,,Water which lacks dissolved oxygen.,,,anaerobic water,,reducing water,,,anoxic water,ENVO_00002006
ENVO_03605006,,,Water which is part of a stream.,,,,,,,,stream water,"ENVO_01000813, ENVO_00002006"
ENVO_01000872,,"This definition could be improved, as ballast water is often used in more general ways, beyond the water contained in a ballast tank at any given time. For example, water which has just been released from a ballast tank is often still refered to as ballast water.",Ballast water is water contained in the ballast tanks of sea-going vessels.,,,,,,,,ballast water,ENVO_00002006
ENVO_01000940,,"While containment is often enough to classify this subtype of water, it is expected that the water's composition is altered by contact with the solid material bounding the fissure's site.",Water which is partially contained within a fissure or a geological fracture.,The axiomatisation should be more tuned to the site within the fissure.,,fracture water,,,,,fissure water,ENVO_00002006
ENVO_01001063,,"The threshold dissolved oxygen concentration past which water is considered oxic is variable. Typically, this is understood as the concentration at and beyond which organisms inhabiting that water can sustain aerobic metabolism and good health. For most systems, this is above 80% oxygen saturation. Input is welcome here https://github.com/EnvironmentOntology/envo/issues/536",Water which has an appreciable concentration of dissolved oxygen.,,,,,,,,oxic water,ENVO_00002006
ENVO_01001064,,"As with oxic and anoxic water, the thresholds for hypoxia are variable. Typically, a hypoxic state is asserted when dissolved oxygen levels decrease to a level where they have detrimental effects on aerobic aquatic organisms, typically below 30% oxygen saturation.",Water which has low levels of dissolved oxygen.,,,,,,,,hypoxic water,ENVO_00002006
ENVO_01001267,,"""Stormwater can soak into the soil (infiltrate), be held on the surface and evaporate, or runoff and end up in nearby streams, rivers, or other water bodies (surface water).""",Water which accumulates on a solid surface during precipitation events and snow/ice melt.,,,storm water,,,,,stormwater,ENVO_00002006
ENVO_03501370,,,A liquid water which has no current or flow and is susceptible to contamination by pathogens or pathogenic vectors.,,,,,wet,,,stagnant water,ENVO_00002006
ENVO_03600002,,Cooling water is commonly used for cooling automobile internal combustion engines and power stations.,Liquid water which is a participant in a water cooling process.,,,,,,,,cooling water,ENVO_00002006
ENVO_03600009,,,Liquid water which occurs naturally within the pores of rocks and sediments.,,,,,,,,interstitial water,ENVO_00002006
ENVO_03600042,,,Liquid water which is either part of or was removed from a marine lake.,,,,,,,,marine lake water,ENVO_00002006
ENVO_03600065,,,Water which comes from a spring.,,,,,,,,spring water,ENVO_00002006
ENVO_04000007,,,Water which is part of a lake.,,,,,,,envoNceas,lake water,"ENVO_01000813, ENVO_00002006"
ENVO_06105211,,"Runoff often gathers debris and solutes from the materials it flows over or through, and often flows into a water body.",Liquid water which 1) flows over land and 2) is not absorbed or retained by the materials if flows over or through.,,,overland flow,,,,,runoff,ENVO_00002006
ENVO_06105211,,"Runoff often gathers debris and solutes from the materials it flows over or through, and often flows into a water body.",Liquid water which 1) flows over land and 2) is not absorbed or retained by the materials if flows over or through.,,,surface runoff,,,,,runoff,ENVO_00002006
ENVO_06105238,,,Liquid water which is present in soils as discontinuous volumnes of water in contact with solid and gaseous components of the soil.,,,,,,,,residual water in soil,ENVO_00002006
ENVO_06105268,,,Waste water which was converted into an effluent that can be either returned to the water cycle with minimal environmental issues or reused.,,,,,,,,treated wastewater,ENVO_00002006
ENVO_06105269,,,Saline water from which minerals have been removed to produce fresh water suitable for human consumption or irrigation.,,,,,,,,desalinated water,ENVO_00002006
ENVO_01001514,,,Freshwater ice which forms downward from the surface of a freshwater water body and is transparent due to a reduced number of air bubbles trapped in its mass.,,,black ice,,,,,congelation ice in a fresh water body,ENVO_01001515
ENVO_01001516,,,Freshwater congelation ice which has formed on a solid substrate in an ice cave.,,,,,,,,ice cave congelation ice,ENVO_01001515
ENVO_00003900,,,,,,,,,,,rye grass silage,ENVO_00003071
ENVO_00002145,,,Soil which has elevated concentrations of chromate.,,,,,,,,chromate contaminated soil,ENVO_00003081
ENVO_00002200,,"In the United States, NOAA sea ice operations does not include superstructure icing as being sea ice. In sea ice operations however, sea ice is any form of ice found at sea which has originated from the freezing of sea water. It presents the main kind of floating ice encountered at sea. Except where it forms ridges, sea ice is up to a few metres thick, in which respect it differs from shelf ice.  Sea ice may be discontinuous pieces (ice floes) moved on the ocean surface by wind and currents (pack ice), or a motionless sheet attached to the coast (land-fast ice). In brief, it forms first as lolly ice (frazil crystals), thickens into sludge, and coagulates into sheet ice, pancake ice, or into floes of various shapes and sizes. Thereafter, sea ice may develop into pack ice and/or become a form of pressure ice.  Sea ice less than one year old is called first-year ice. Perennial ice is sea ice that survives at least one summer. It may be subdivided into second-year ice and multi-year ice, where multiyear ice has survived at least two summers.",Water ice which has formed by the freezing of sea water.,Parse comment from GCW and new subclases where appropriate.,,,,,,envoPolar,sea ice,ENVO_01001557
ENVO_01001523,,"Typically 3 to 4 millimeters in diameter. These may form in both marine water and fresh water. They represent the first stages of sea ice growth; they merge under calm conditions to form thin sheets of ice on the surface (frazil ice), and consist of nearly pure fresh water. In fresh water, they form in supercooled water that is too turbulent to permit coagulation into sheet ice.  This is most common in swiftly flowing streams. They may accumulate as anchor ice on submerged objects obstructing the water flow.","Small, needle-like (spicules), plate-like, or discoid crystals derived from nearly pure fresh water, suspended in a water body.","Needs to have axioms added pertaining to the semantics of colloids and suspensions once they have been resolved see: https://github.com/pato-ontology/pato/issues/91#issuecomment-290711238

Currently the new ice classes are not specific to sea water as they may form in non marine systems, but it would be good to confirm this especially for frazil ice.",,frazil crystals,,,,envoPolar,frazil,ENVO_03000063
ENVO_01001523,,"Typically 3 to 4 millimeters in diameter. These may form in both marine water and fresh water. They represent the first stages of sea ice growth; they merge under calm conditions to form thin sheets of ice on the surface (frazil ice), and consist of nearly pure fresh water. In fresh water, they form in supercooled water that is too turbulent to permit coagulation into sheet ice.  This is most common in swiftly flowing streams. They may accumulate as anchor ice on submerged objects obstructing the water flow.","Small, needle-like (spicules), plate-like, or discoid crystals derived from nearly pure fresh water, suspended in a water body.","Needs to have axioms added pertaining to the semantics of colloids and suspensions once they have been resolved see: https://github.com/pato-ontology/pato/issues/91#issuecomment-290711238

Currently the new ice classes are not specific to sea water as they may form in non marine systems, but it would be good to confirm this especially for frazil ice.",,needle ice,,,,envoPolar,frazil,ENVO_03000063
ENVO_03000046,,"Typically 3 to 4 millimeters in diameter. These new ice classes refer to both marine water and fresh water ice. If using this term for annotation, use it in conjunction with another envo term to express whether the ice is in a marine, freshwater, or other system.",New ice which is composed frazil which has congealed into a thin sheet.,"Needs to have axioms added pertaining to the semantics of colloids and suspensions once they have been resolved see: https://github.com/pato-ontology/pato/issues/91#issuecomment-290711238

Currently the new ice classes are not specific to sea water as they may form in non marine systems, but it would be good to confirm this especially for frazil ice.",,,,,,envoPolar,frazil ice,ENVO_03000063
ENVO_03000075,,"These new ice classes refer to both marine water and fresh water ice. If using this term for annotation, use it in conjunction with another envo term to express whether the ice is in a marine, freshwater, or other system.","New ice, which is spongy, lumpy and opaque, and forms from water which freezes in an agitated water body.",,,,,,,envoPolar,shuga,ENVO_03000063
ENVO_03000005,,,Glacial ice which contains material liberated during a glacial erosion process.,,,,,,,envoPolar,erosionally enriched glacial ice,"ENVO_03000004, ENVO_03000025"
ENVO_00002054,,,"Limestone which is soft, white, and porous.",,,,,,,,chalk,ENVO_00002053
ENVO_00003982,,,Limestone which is deposited from the water of mineral springs or streams saturated with calcium carbonate.,,,,,,,,travertine,ENVO_00002053
