	IAO_0000115	hasExactSynonym	comment	label	IAO_0000116	hasBroadSynonym	hasNarrowSynonym	hasRelatedSynonym
FOODON_03400115	['Natural cheese, cured or uncured, cheese product (which is further processed), or cheese product analog.']			['cheese or cheese product (us cfr)']				
FOODON_03400148	['Milk in all forms, milk-based beverage, cultured milk product, or milk or milk product analog. Index infant formula under *MEAL REPLACEMENT*.']			['milk or milk product (us cfr)']				
FOODON_03400143	['Fruit in all forms; includes fruit juices and fruit juice drinks, fruit butters, jellies, preserves, and related products.']			['fruit or fruit product (us cfr)']				
FOODON_03400204	['Food product prepared by heating a mixture of sweeteners and other optional ingredients according to the specific formula for each subgroup.']			['candy (us cfr)']				
FOODON_03400650	"['Vegetables are foods derived from many different kinds of plants mostly annual and usually cultivated, commonly known by custom and tradition as ""vegetables"".\nIn several countries, some of these commodities grown on large areas are distinguished as ""field crops"" or arable crops e.g. sugar beet. For the sake of convenience in this guide such crops are classified under Type 2 Vegetables.\nExposure to pesticides is dependent on the particular part of the plant used for food and the growing practices.\nVegetables may be consumed in whole or in part and in the form of fresh, dried or processed foods.']"			['02  vegetables (ccpr)']				
FOODON_03400803	['includes fish offal; a food product whose predominant constituent is fish (e.g. dried and salted fish, smoked fish, canned fish, pickled fish, restructured fish and fish analogues, surimi; fish paste, pâté).']			['seafood product (eurofir)']				
FOODON_03400842	['Beverage containing no more than 0.5% alcohol; it may be flavoured, sweetened or carbonated; includes soft drinks and steeped beverages; excludes milk in all forms, fruit juices and vegetable juices.']			['non alcoholic beverage (eurofir)']				
FOODON_03400861	['This subgroup includes multicomponent meals, sauces, retail salads, desserts, soups, snacks and other foods where similarity of the product type is more significant than the source of the principal ingredient(s).']			['prepared food product (eurofir)']				
FOODON_00001222	['A sausage made from meats that have not been previously cured.']			['sausage (raw)']				
FOODON_00001223	['A cured sausage that is fermented and dried.']			['sausage (dried, fermented)']				
FOODON_00001016	['Cabbage or headed cabbage (comprising several cultivars of Brassica oleracea) is a leafy green or purple biennial plant, grown as an annual vegetable crop for its dense-leaved heads.']			['cabbage food product']				
FOODON_00001151	['A citrus fruit is botanically classified as a type of berry called a hesperidium that has a thick, leathery rind, with numerous oil glands, and a large flesh portion composed of several wedge-shaped sections. Unlike pome fruit, such as the apple, the citrus fruit is derived from a superior ovary, an ovary completely separate from the calyx.']			['citrus fruit food product']		['citrus']		
FOODON_00002141	['A plant fruit food product which is labeled (in common language or by regulation) as a vegetable food product.']			['plant fruit as vegetable food product']				
FOODON_00001635	['A bean vegetable food product is a human or animal food product - such as a snap, shell or dry bean product - derived from the fruit pod, seed, or leaf of one of several genera of the flowering plant family Fabaceae.']			['bean food product']	"['Note, this was previously labelled ""Bean (vegetable) food product"". We have been listing both dry and freshly harvested moist beans here, so have broadened the name scope.']"			
FOODON_00001197	['A bambara groundnut food product is a product derived from fresh or dried beans of the bambara groundnut plant.']			['bambara groundnut food product']			['Bambara nut', 'Bambara-bean', 'Congo goober', 'earth pea', 'ground-bean', 'hog-peanut']	
FOODON_00001200	['A product of the dry seeds of Vigna unguiculata.']			['cowpea (pulse) food product']				
FOODON_00001003	['The juice products which are made from the fermented sap of the maguey (agave) plant.']			['fermented agave juice']				
FOODON_00001148	['A potato food product is any product derived from potatoes.']			['potato food product']				
FOODON_00001164	['A food product deriving from one or more tomatoes.']			['tomato food product']				
FOODON_00001209	"['PULSES are annual leguminous crops yielding from one to 12 grains or seeds of variable size, shape and colour within a pod. They are used for both food and feed. The term ""pulses"" is limited to crops harvested solely for dry grain, thereby excludingcrops harvested green for food (green peas, green beans, etc.) which are classified as vegetable crops. Also excluded are those crops used mainly for oil extraction (e.g.soybeand and groundnuts) and leguminous crops (e.g. seeds of clover and alfalfa) that are used exclusively for sowing purposes.']"	['pulse', 'pulses']		['pulse food product']				
FOODON_00001994	['A food product made from legumes that are considered vegetables, such as immature raw legume pods or seeds.']			['leguminous vegetable food product']				
FOODON_00002780	['A pigeon pea food product is a food product derived from the pigeon pea plant']			['pigeon pea food product']				
FOODON_00001215	['A food product derived from Theobroma cacao.']	['cocoa and cocoa products']		['cacao food product']				
FOODON_00001087	['A lipid material derived from plants. Physically, oils are liquid at room temperature.']			['vegetable oil food product']				
FOODON_00001138	['A beverage product derived from leaves of the tea plant (Camellia sinensis).']		"['""While fermentation is also referred to in the production of brewed teas, this is inaccurate. Some herbal teas on the market today include probiotic cultures alongside tea leaves to maintain gut health but the tea itself hasn\'t been fermented. Most dried teas however don\'t use live cultures at all during production. Instead, harvested tea leaves undergo a natural chemical process known as oxidation, which also changes the color, flavor and level of health benefits in the resulting brew."" [https://eatcultured.com/blogs/our-awesome-blog/fermented-tea]']"	['tea based beverage product']				
FOODON_00001132	['Suidae is a family of artiodactyl mammals which are commonly called pigs, hogs or boars. In addition to numerous fossil species, 17 extant species are currently recognized (or 18 counting domestic pigs and wild boars separately), classified into between four and eight genera. The family includes the domestic pig, Sus scrofa domesticus or Sus domesticus, in addition to numerous species of wild pig, such as babirusas and warthogs. All suids, or swine, are native to the Old World, ranging from Asia to Europe and Africa.']			['swine food product']				
FOODON_03317170	['A meat product is a product organized by the form of - or processing done to - its meat component (a skeletal meat part of an animal or crustacean).']		"[""SIREN DB annotation:\n* derives from 'animal body or body part' (http://purl.obolibrary.org/obo/FOODON_03420127)\n        ""]"	['meat (whole or parts)']				
FOODON_00001013	['Cheese is a food derived from milk that is produced in a wide range of flavors, textures, and forms by coagulation of the milk protein casein.']	['cheese']		['cheese food product']				
FOODON_00001105	['A food product made from an avian egg.']			['avian egg food product']				
FOODON_00001283	['A food product from a category of domestic birds kept for meat, eggs, and feathers including fowl such as chickens, turkeys, and waterfowls such as domestic ducks and geese and other meat birds such as pigeons and doves and games birds including pheasants.']			['poultry food product']				
FOODON_03315173	['A fish product is a home-made or commercially produced or retail or wholesale product containing substantial amounts of freshwater or saltwater fish and/or shellfish flesh. Note that this category should avoid items that mention a particular species of fish or shellfish.']		"[""SIREN DB annotation:\n* derives from 'skeletal meat part' (http://purl.obolibrary.org/obo/FOODON_03420175)\n        ""]"	['fish product (unspecified species)']				
FOODON_00001104	['This food product type includes food products which are made from eggs laid by the sea water fish.']			['sea water fish egg food product']				
FOODON_00001050	['A food product having tempeh as a defining ingredient']			['tempeh food product']				
FOODON_00001070	['A food produced by fermenting rice, barley and/or soybeans, with salt and the mold koji-kin (Aspergillus oryzae).']		"[""SIREN DB annotation:\n* has quality 'semisolid' (http://purl.obolibrary.org/obo/FOODON_03430144)\n* has quality 'fully heat-treated' (http://purl.obolibrary.org/obo/FOODON_03440014)\n* derives from 'seed, skin present, germ present' (http://purl.obolibrary.org/obo/FOODON_03420133)\n* formed as a result of 'fermentation/modification process, multiple component' (http://purl.obolibrary.org/obo/FOODON_03460128)\n* formed as a result of 'salted' (http://purl.obolibrary.org/obo/FOODON_03460173)\n* formed as a result of 'curing or aging process' (http://purl.obolibrary.org/obo/FOODON_03460253)\n* formed as a result of 'preservation by fermentation' (http://purl.obolibrary.org/obo/FOODON_03470104)""]"	['miso food product']				
FOODON_00002752	['A whole dried bean is a bean resulting from natural or mechanical air drying applied to a bean or bean pod.']	['dried bean']		['bean (whole, dried)']				
FOODON_00001203	['A product of the  dry seeds of Vicia sativa.']			['vetch seed (whole, dried)']				
FOODON_00001059	['Apple juice is a fruit juice made by the maceration and pressing of an apple.']	['apple juice']		['apple juice']				
FOODON_03400187	['Cheese made from milk or milk components, such as cream, by the following process: (1) produce curd through coagulation of milk by bacterial action and/or enzymes and/or acidification and draining of whey. (2) For cured cheese only: cure the curd. Excludes products made through further processing, such as comminuting (see *CHEESE PRODUCT*).']			['natural cheese (us cfr)']				
FOODON_03400147	['Food product having functional characteristics similar to milk or milk products, including cream product analogs, margarine, and milk analogs. Certain alternate ingredients are substituted for those components that are responsible for specific functional properties.']			['milk or milk product analog (us cfr)']				
FOODON_03400155	['Semisolid or jelled food prepared from fruit or fruit juice and other ingredients prescribed for the individual products (21 CFR 150).']			['fruit butter, jelly, preserve or related product (us cfr)']				
FOODON_03400293	['Candy prepared by cooking a mixture of water, sugars and optional ingredients to a temperature of 250 degrees F. or less.']			['soft candy (us cfr)']				
FOODON_03400680	['Pulses are derived from the mature seeds naturally or artificially dried, of leguminous plants known as beans (dry) and peas (dry).\nThe seeds in the pods are protected from most pesticides applied during the growing season except pesticides which show a systemic action. The dried beans and peas however are often exposed to post-harvest treatments.\nThe dry pulses are consumed after processing or household cooking.']			['015  pulses (vd) (ccpr)']				
FOODON_03400845	['Beverage prepared by extracting flavour and other components from food sources by percolation and/or immersion in water, usually at near-boiling temperature. The group includes coffee (e.g. instant coffee, coffee and chicory essence), tea, herbal tea (e.g. green tea, black tea, tisane), cocoa beverage and beverage powder.']		['LanguaL curation note: Renamed from *COFFEE, TEA, COCOA (EUROFIR)* (LanguaL 2010).']	['coffee, tea, cocoa or infusion (eurofir)']				
FOODON_03400865	['A liquid food made by simmering meat, poultry, seafood or vegetables, being clear or thickened to the consistency of a thin puree or having milk or cream added, and often containing pieces of solid food such as meat, shellfish, pasta or vegetables. Soup takes precedence over other food products. Examples are egg and lemon soup, oxtail soup, fish soup, rice soup, lentil soup, minestrone, cherry soup.']			['soup (eurofir)']				
FOODON_00002266	['A soybean food product is a product derived from the soybean plant.']	['soy product']		['soybean food product']				
FOODON_00001194	['A product of the dry seeds of plants of the genus Pisum.']			['dry pea food product']				
FOODON_03301467	['A bean substance is a substance made by processing seed from a bean plant.']		"[""SIREN DB annotation:\n* derives from 'seed (anatomical part)' (http://purl.obolibrary.org/obo/FOODON_03420155)\n        ""]"	['bean substance']	"[""Damion Dooley's note: This class is intended to provide the most generic reference to bean, as it does not imply any more information about the state of a bean - whether it is whole or in fragments, or fragments of several beans, whether it is dry, raw, or cooked etc.""]"			
FOODON_00001202	['The winged bean food category covers beans of the winged bean plant']			['winged bean food product']				
FOODON_00001204	"['Pachyrhizus erosus, commonly known as jicama Mexican yam bean, or Mexican turnip, is the name of a native Mexican vine, although the name most commonly refers to the plant\'s edible tuberous root. Jícama is a species in the genus Pachyrhizus in the bean family (Fabaceae). Plants in this genus are commonly referred to as yam bean, although the term ""yam bean"" can be another name for jícama.\n\nIn contrast to the root, the remainder of the jícama plant is very poisonous; the seeds contain the toxin rotenone, which is used to poison insects and fish.\n\nFAO: The yam bean is a legume but unlike its close relatives the soybean and other beans, the yam bean is cultivated for its large, tuberous roots.']"			['yam bean food product']				
FOODON_00001665	['A broad bean food product is a product derived from the broad bean plant.']			['broad bean food product']				
FOODON_00002753	['A seed of a bean plant from one of several genera of the flowering plant family (Fabaceae).']	['bean']		['bean (whole)']	"[""Damion Dooley's note.  This could be enhanced to explicitly state the anatomical parts of a seed - seed coat, cotyledons, embryo etc.  Currently the Plant Ontology is not explicit about this yet.""]"			
FOODON_00004156	['A bean food product made from velvet bean.']			['velvet bean food product']				
FOODON_00002791	['A seed of a vetch plant.']	['vetch seed']		['vetch seed (whole)']				
FOODON_00001198	['A product of the dry seeds of plants of the genus Vicia.']	['dried fava bean']		['broad bean (whole, dried)']	['http://en.wikipedia.org/wiki/Legume']			
FOODON_00001199	['A product of the dry seeds of Cicer arietinum.']	['garbanzo bean food product']		['chickpea food product']			['Bengal gram', 'Egyptian pea', 'gram']	
FOODON_00001201	['A dry bean food product refers to a bean product made from a Phaseolus species plant whose seeds are harvested at complete maturity.']		"['FAO notes: ""Only species of Phaseolus should be included, though several countries also include certain types of beans. Commonly classified as Vigna (angularis, mungo, radiata, aconitifolia). In the past, these species were also classified as Phaseolus.""']"	['dry bean food product']			['kidney, haricot bean (Ph. vulgaris); \nlima, butter bean (Ph. lunatus); \nadzuki bean (Ph. angularis); \nmungo bean, golden, green gram (Ph. aureus); \nblack gram, urd (Ph. mungo); \nscarlet runner bean (Ph. coccineus); \nrice bean (Ph. calcaratus); \nmoth bean (Ph. aconitifolius); \ntepary bean (Ph. acutifolius)']	
FOODON_00001205	['A product of the  dry seeds of Mucuna pruriens var. utilis.']			['velvet bean (whole, dried)']				
FOODON_00001207	['A dry seed of the jack-bean plant.']			['jack bean (whole, dried)']				
FOODON_00002115	['A product containing primarily immature ripe pigeon peas.']			['pigeon pea vegetable food product']				
FOODON_00001056	['A fine powder made from cereals or other starchy food sources.']			['flour food product']				
FOODON_00001088	['An oil used as a nutritional supplement and is a traditional European ethnic food, highly regarded for its nutty flavor.']	['flax oil', 'flax seed oil', 'linseed oil', 'linseed oil']	['Food-grade flaxseed oil is cold-pressed, obtained without solvent extraction, in the absence of oxygen, and marketed as edible flaxseed oil.[wikipedia]']	['flaxseed oil']				
FOODON_03420307	['The oil produced by pressing or extracting lipids from plant seeds (e.g. grapeseed oil, rapeseed oil, linseed oil) /AM']			['seed oil']				
FOODON_00001004	['This food product type includes food products which are made from fermentation of juice extracted from pressed sugarcane.']			['fermenting sugar cane juice']				
FOODON_00001260	['Beer is a fermented cereal beverage resulting from the fermentation most commonly of malted barley (though wheat, corn, or rice may included), by a yeast, most commonly Saccharomyces cerevisiae, and flavored by dried flowers of hops, Humulus lupulus.']			['beer beverage']				
FOODON_00001245	['A beverage prepared from the cured leaves of Camellia sinensis by combination with hot or boiling water.']			['tea beverage (liquid)']				
FOODON_00001244	['A brewed drink prepared from roasted seeds, commonly called coffee beans, of the coffee plant.']			['coffee beverage']				
FOODON_00001275	['A hen egg food product is any food product consisting mainly of hen eggs or derivatives.']			['hen egg food product']				
FOODON_00001131	['A food product made from domesticated bird meat.']			['poultry meat food product']				
FOODON_00001276	['Cider, hard apple cider, or hard cider in the US, is an alcoholic beverage made from the fermented juice of apples.']	['cider']		['apple cider (alcoholic)']				
FOODON_00001196	['A product of the dry seeds of Cajanus cajan.']			['pigeon pea (whole, dried)']				
FOODON_03400294	['Food product having functional characteristics similar to a butter product; it may be nutritionally equivalent or inferior to the product it purports to resemble.']			['butter product analog (us cfr)']				
FOODON_03400209	['Jelled product made from one or more fruit juices and optional ingredients. Includes both fruit jelly, which may be sweetened with nutritive carbohydrate sweeteners, (21 CFR 150.140), and artificially sweetened fruit jelly (21 CFR 150.141). The finished fruit jelly must have a soluble solid content of no less than 65% and the ratio by weight of the fruit ingredient to sweetener in the starting mixture must be no less than 45:55. Artificially sweetened fruit jelly must contain no less than 55% fruit ingredient by weight.']			['fruit jelly (us cfr)']				
FOODON_03400213	['Soft candy prepared by boiling milk, sugar, salt and optional ingredients to the soft-ball stage (238 degrees F.).']			['fudge (us cfr)']				
FOODON_00001071	['A grape berry food product which is the juice of freshly pressed grapes that contains some amount of pulp, skins, stems, and seeds.']		['Grape pomace components typically comprises between 7 to 23 percent of the total weight of must. [https://en.wikipedia.org/wiki/Must]']	['grape must']				
FOODON_00001152	['The fleshy fruit (false berry) of a plant of the family Cucurbitaceae.']			['melon fruit food product']				
FOODON_03301227	['A seed of a broad bean plant (Vicia faba).']	['Windsor bean', 'broad bean', 'broadbean', 'faba bean', 'fava bean']		['broad bean (whole)']			['Horse bean', 'field bean', 'tic bean', 'tick bean']	
FOODON_00002786	['A seed of a  velvet bean plant (Mucuna pruriens)']	['tericopelo bean', 'tericopelo bean', 'velvet bean']		['velvet bean (whole)']				
FOODON_00002778	['A seed of a jack seed plant (Canavalia ensiformis).']	['jack bean']		['jack bean (whole)']				
FOODON_00002781	['A seed of a pigeon pea plant (Cajanus cajan).']	['pigeon pea']		['pigeon pea (whole)']				
FOODON_00001076	['Sake is a fermented rice beverage resulting from the fermentation of rice with the mold Aspergillus oryzae and, in parallel, with the yeast Saccharomyces cerevisiae [wikipedia:sake]']			['sake food product']				
FOODON_00001282	['A ground beef product is made of beef that has been finely chopped with a knife or a meat grinder (American English) or mincing machine (British English). Ground beef is used in many recipes including hamburgers and spaghetti Bolognese.']	['beef mince', 'hamburger meat', 'minced beef', 'beef mince', 'ground beef']		['ground beef food product']				
FOODON_00001038	['A food product made from domestic pig meat (Sus domesticus or Sus scrofa scrofa).']	['pork']		['pork meat food product']				
FOODON_00002819	['A liver food product is a food product that derives from one or more liver organs.']			['liver food product']				
FOODON_03420244	['The serum or watery part of milk that is separated from the thicker or more coagulable part or curd, espcially in the process of making cheese; it contains lactose, minerals and lactalbumin.']	['whey']		['mammalian milk whey']				
FOODON_00001286	['A turkey meat food product is any food product made predominantly of turkey parts.']			['turkey meat food product']				
FOODON_03400231	['Food product having functional characteristics similar to those of butter; it is in plastic form or liquid emulsion and contains not less than 80% fat whose origin is vegetable or rendered animal carcass fats or a mixture of these as well as other optional ingredients specified by 21 CFR 166.110.']			['margarine (us cfr)']				
FOODON_00001154	['Citrullus lanatus is a plant species in the family Cucurbitaceae, a vine-like (scrambler and trailer) flowering plant originally from sub-Saharan Africa. It is cultivated for its fruit. The subdivision of this species into two varieties, watermelons (Citrullus lanatus (Thunb.) var. lanatus) and citron melons (Citrullus lanatus var. citroides (L. H. Bailey) Mansf.)']			['citrullus lanatus fruit food product']				
FOODON_00001295	['A family of hard Italian cheeses made from sheep milk.']			['pecorino cheese']				
FOODON_00001288	['Cantaloupe (also known as muskmelon (India and the United States), mushmelon, rockmelon (in Australian states and in New Zealand), sweet melon, spanspek (South Africa), or capuchin (Scotland) refers to a variety of the Cucumis melo species in the Cucurbitaceae family.']	['cantaloup', 'muskmelon']		['cantaloupe fruit food product']				
FOODON_00001128	"[""A very strong smelling, soft cow's milk cheese made by fermentation involving the bacterium Brevibacterium linens.""]"			['Limburger cheese food product']				
ENVO_01000478		['cement render', 'cement stucco']		['cement plaster']				
ENVO_00002186		['polluted water']		['contaminated water']				
FOODON_00001181		['cooked']		['food (cooked)']				
FOODON_03303220		['desert preparation', 'dessert']	"[""SIREN DB annotation:\n* has substance added  'sugar or sugar syrup added' (http://purl.obolibrary.org/obo/FOODON_03460136)\n                ""]"	['dessert food']				
FOODON_00001094		['alcoholic beverage']	"[""SIREN DB annotation:\n* has quality 'liquid' (http://purl.obolibrary.org/obo/FOODON_03430130)\n* formed as a result of 'microbial/enzymatic modification process' (http://purl.obolibrary.org/obo/FOODON_03460119)\n* formed as a result of 'curing or aging process' (http://purl.obolibrary.org/obo/FOODON_03460253)\n                ""]"	['fermented beverage']				
FOODON_00002456		['baked', 'baked food product']		['food (baked)']				
FOODON_00001045		['ice-cream', 'ice cream']		['ice cream food product']				
FOODON_03315552		['juice']		['juice beverage']				
FOODON_00001146		['tuber']		['solanaceous root food product']				
FOODON_00001158		['pomes']		['pomaceous fruit food product']				
FOODON_00001859		['linseed food product']		['flaxseed food product']				
FOODON_00001139		['coffee and coffee products']		['coffee based beverage product']				
FOODON_00002044		['mollusk food product']		['mollusc food product']				
FOODON_00001098		['fermented apple']		['fermented apple beverage']				
FOODON_00002012		['lupin']		['lupine bean food product']				
FOODON_00001189		['common oat food product']		['oat food product']				
ENVO_0010003			['This is quite odd and it probably should be obsoleted. Any material that is a participant in an agricultural process can be seen as an agricultural material.']	['agricultural environmental material']	['This class will be depopulated and eventually deprecated.  Convenience class.']			
ENVO_01001189			['An organic material which is primarily composed of living or dead algae, along with their exudates.']	['algal material']	"['This class will be axiomatised with ""alga"" once an approach to handle this term\'s ambiguous semantics has been agreed with PCO.']"			
FOODON_03460177			['LanguaL curation note: With the exception of peanut (see *PEANUT OR PEANUT BUTTER ADDED*), used when a nut or seed ingredient is the second ingredient in order of predominance.']	['plant seed or nut food product']	['This disjunction is provided for food indexers who used the LanguaL category per guidelines.  Currently, by specifying the more specific nut or seed as ingredient instead, this category can be inferred.']			
ENVO_01001391			['An organic environmental material which is primarily composed of gill tissue.']	['gill tissue material']				
ENVO_01000838			['Smoke is a collection of airborne solid and liquid particulates and gases emitted when a material undergoes combustion or pyrolysis, together with the quantity of gas that is entrained or otherwise mixed into the mass']	['smoke']				
ENVO_01001511			['Water ice which is formed by the freezing of fresh water.']	['freshwater ice']				
ENVO_00005788			['Soil which is part of a rubber plantation.']	['rubber plantation soil']				
ENVO_01001392			['Gill tissue material which is part of salt-water mussel in the family Mytilidae']	['mussel gill tissue material']				
ENVO_00002127			['Revise adjacent to. Consider sampled stream sediment. Dry stream sediment.']	['stream sediment']				
FOODON_03400356			['LanguaL curation note: This term is for CLASSIFICATION ONLY; DO NOT USE term in indexing. Use a more precise narrower term.']	['European Union agency food product type']				
ENVO_02000106			['Dust which is derived from asbestos']	['asbestos dust']				
ENVO_01001393			['Mussel gill tissue material which is part of a member of the genus Bathymodiolus.']	['Bathymodiolus gill tissue material']				
FOODON_03316579			"[""SIREN DB annotation:\n* derives from 'part of plant' (http://purl.obolibrary.org/obo/FOODON_03420174)\n        ""]"	['multi-component plant food product']				
FOODON_03400777			['LanguaL curation note: This term is for CLASSIFICATION ONLY; DO NOT USE term in indexing. Use a more precise narrower term.']	['eurofir food classification']				
FOODON_03315925			"[""SIREN DB annotation:\n* has quality 'solid' (http://purl.obolibrary.org/obo/FOODON_03430151)\n* derives from 'meat part of animal' (http://purl.obolibrary.org/obo/FOODON_03420103)\n        ""]"	['pate']				
FOODON_03302001			"[""SIREN DB annotation:\n* derives from 'part of animal' (http://purl.obolibrary.org/obo/FOODON_03420164)\n        ""]"	['animal-derived food']				
FOODON_03310006			"[""SIREN DB annotation:\n* derives from 'seed (anatomical part)' (http://purl.obolibrary.org/obo/FOODON_03420155)\n* formed as a result of 'microbial/enzymatic modification process' (http://purl.obolibrary.org/obo/FOODON_03460119)\n* formed as a result of 'curing or aging process' (http://purl.obolibrary.org/obo/FOODON_03460253)\n        ""]"	['fermented bean product']				
FOODON_03305536			"[""SIREN DB annotation:\n* has quality 'liquid, high viscosity, with no visible particles' (http://purl.obolibrary.org/obo/FOODON_03430139)\n* has quality 'fully heat-treated' (http://purl.obolibrary.org/obo/FOODON_03440014)\n* derives from 'sugar syrup or syrup solids' (http://purl.obolibrary.org/obo/FOODON_03420271)\n* has substance added  'honey added' (http://purl.obolibrary.org/obo/FOODON_03460149)\n        ""]"	['honey blend table syrup']				
FOODON_03400644			['LanguaL curation note: This term is for CLASSIFICATION ONLY; DO NOT USE term in indexing. Use a more precise narrower term.']	['a.  primary food commodities of plant origin (ccpr)']				
FOODON_00001008			"[""SIREN DB annotation:\n* has quality 'semisolid with smooth consistency' (http://purl.obolibrary.org/obo/FOODON_03430119)\n* derives from 'liver' (http://purl.obolibrary.org/obo/UBERON_0002107)\n        ""]"	['liver paste']				
FOODON_03301444			"[""SIREN DB annotation:\n* has quality 'liquid' (http://purl.obolibrary.org/obo/FOODON_03430130)\n* derives from 'part of plant' (http://purl.obolibrary.org/obo/FOODON_03420174)\n        ""]"	['vegetable juice food product']				
FOODON_00001274			['Regarding American regulatory aspects of egg products, see this summary:\nhttps://www.politico.com/agenda/story/2016/03/crazy-us-chicken-egg-regulation-graphic-000077']	['egg food product']				
FOODON_03307539			"[""SIREN DB annotation:\n* formed as a result of 'water removal process' (http://purl.obolibrary.org/obo/FOODON_03460138)\n* formed as a result of 'preservation by dehydration or drying' (http://purl.obolibrary.org/obo/FOODON_03470116)\n                ""]"	['food (dried)']				
FOODON_03302082			"[""SIREN DB annotation:\n* has quality 'solid' (http://purl.obolibrary.org/obo/FOODON_03430151)\n* derives from 'skeletal meat part, without bone or shell' (http://purl.obolibrary.org/obo/FOODON_03420125)\n* formed as a result of 'water removal process' (http://purl.obolibrary.org/obo/FOODON_03460138)\n* formed as a result of 'preservation by dehydration or drying' (http://purl.obolibrary.org/obo/FOODON_03470116)\n        ""]"	['beef (dehydrated)']				
FOODON_03312053			"[""SIREN DB annotation:\n* has quality 'divided or disintegrated' (http://purl.obolibrary.org/obo/FOODON_03430122)\n* has quality 'fully heat-treated' (http://purl.obolibrary.org/obo/FOODON_03440014)\n* derives from 'skeletal meat part, without bone, without skin' (http://purl.obolibrary.org/obo/FOODON_03420268)\n* formed as a result of 'microbial/enzymatic modification process' (http://purl.obolibrary.org/obo/FOODON_03460119)\n* formed as a result of 'water removal process' (http://purl.obolibrary.org/obo/FOODON_03460138)\n* formed as a result of 'preservation by dehydration or drying' (http://purl.obolibrary.org/obo/FOODON_03470116)\n        ""]"	['pork (dehydrated)']				
FOODON_03310387			"[""SIREN DB annotation:\n* has quality 'liquid, high viscosity, with no visible particles' (http://purl.obolibrary.org/obo/FOODON_03430139)\n* derives from 'fat or oil' (http://purl.obolibrary.org/obo/FOODON_03420190)\n                ""]"	['oil']				
FOODON_03316694			"[""SIREN DB annotation:\n* derives from 'fat or oil' (http://purl.obolibrary.org/obo/FOODON_03420190)\n        ""]"	['vegetable fat food product']				
FOODON_03304497			"[""SIREN DB annotation:\n* has quality 'whole, natural shape' (http://purl.obolibrary.org/obo/FOODON_03430150)\n* derives from 'seed (anatomical part)' (http://purl.obolibrary.org/obo/FOODON_03420155)\n        ""]"	['edible seed food product']				
FOODON_03316079			"[""SIREN DB annotation:\n* has quality 'liquid' (http://purl.obolibrary.org/obo/FOODON_03430130)\n* has quality 'heat-treated' (http://purl.obolibrary.org/obo/FOODON_03440022)\n* derives from 'part of plant' (http://purl.obolibrary.org/obo/FOODON_03420174)\n* formed as a result of 'steeping' (http://purl.obolibrary.org/obo/FOODON_03450036)\n        ""]"	['herbal infusion']				
FOODON_03316271			"[""SIREN DB annotation:\n* derives from 'sugar' (http://purl.obolibrary.org/obo/FOODON_03420108)\n        ""]"	['sugar product']				
FOODON_03460231			['LanguaL curation note: Used when chocolate or cocoa is added at any level or when chocolate is used as a coating.']	['chocolate or cocoa']				
FOODON_00001065			"[""SIREN DB annotation:\n* has quality 'solid' (http://purl.obolibrary.org/obo/FOODON_03430151)\n* derives from 'curd' (http://purl.obolibrary.org/obo/FOODON_03420245)\n* formed as a result of 'curing or aging process' (http://purl.obolibrary.org/obo/FOODON_03460253)\n* formed as a result of 'interior mold curing process' (http://purl.obolibrary.org/obo/FOODON_03460331)""]"	['blue cheese food product']				
FOODON_03315150			"[""SIREN DB annotation:\n* derives from 'milk (mammary secretion)' (http://purl.obolibrary.org/obo/UBERON_0001913)\n        ""]"	['mammalian milk product']				
FOODON_03307345			"[""SIREN DB annotation:\n* has quality 'crystal' (http://purl.obolibrary.org/obo/FOODON_03430143)\n* has quality 'fully heat-treated' (http://purl.obolibrary.org/obo/FOODON_03440014)\n* derives from 'white sugar' (http://purl.obolibrary.org/obo/FOODON_03420157)\n        ""]"	['sugar (refined)']				
FOODON_00001100			"[""SIREN DB annotation:\n* has quality 'liquid, low viscosity' (http://purl.obolibrary.org/obo/FOODON_03430109)\n* formed as a result of 'acidified' (http://purl.obolibrary.org/obo/FOODON_03460200)\n* has substance added  'water addition process' (http://purl.obolibrary.org/obo/FOODON_03460148)\n* has substance added  'sweetener added' (http://purl.obolibrary.org/obo/FOODON_03460202)\n* has substance added  'flavoring, spice or herb added' (http://purl.obolibrary.org/obo/FOODON_03460227)\n                ""]"	['orange fruit beverage']				
FOODON_03315302			"[""SIREN DB annotation:\n* derives from 'seed, skin present, germ present' (http://purl.obolibrary.org/obo/FOODON_03420133)\n* formed as a result of 'microbial/enzymatic modification process' (http://purl.obolibrary.org/obo/FOODON_03460119)\n* formed as a result of 'curing or aging process' (http://purl.obolibrary.org/obo/FOODON_03460253)\n        ""]"	['cocoa food product']				
FOODON_03301073			"[""SIREN DB annotation:\n* has quality 'crystal' (http://purl.obolibrary.org/obo/FOODON_03430143)\n* has quality 'fully heat-treated' (http://purl.obolibrary.org/obo/FOODON_03440014)\n* derives from 'sugar' (http://purl.obolibrary.org/obo/FOODON_03420108)\n* formed as a result of 'water removal process' (http://purl.obolibrary.org/obo/FOODON_03460138)\n* formed as a result of 'preservation by dehydration or drying' (http://purl.obolibrary.org/obo/FOODON_03470116)\n        ""]"	['sugar (granulated)']				
